Count,Year,JD,mm-dd,HR MIN,PPFD_in,PPFD^2,TA,TA^2,PPFD.x.TA,RH,WS,WD,P,kPa,Vol W C ,Soil T,G,RAD,NETRAD,Sonic T,USTAR,FC,SC,NEE,CO2,  H,  LE
10138,2018,212,30-Jul,400,0,0,18,324.0,0,99.1,0.69,20.8,0,101.6,0.042,21.84,-1.6,0,-5.95,19.51,0.142,10.271,0.334,,446.91,-4.287,2.566
10139,2018,212,30-Jul,430,0,0,18.2,331.2,0,99.1,0.94,0.3,0,101.6,0.041,21.83,-1.47,0,-7.74,19.54,0.189,8.822,-2.9,,440.79,-4.282,-3.02
10140,2018,212,30-Jul,500,0,0,18.32,335.6,0,99.1,1.03,18.6,0,101.6,0.041,21.81,-1.35,0,-6.5,19.77,0.157,3.393,1.507,,437.25,-4.799,1.48
10141,2018,212,30-Jul,530,0,0,18.33,336.0,0,99.1,0.66,3.7,0,101.6,0.041,21.8,-1.26,0,-13.14,19.97,0.112,3.681,2.766,,439.69,-4.326,0.086
10142,2018,212,30-Jul,600,2.7,7,18.39,338.2,49.653,99.1,1.29,70.3,0,101.7,0.041,21.78,-1.2,2.3,-20.44,20.06,0.17,2.918,1.6,,437.81,-5.745,2.169
10143,2018,212,30-Jul,630,33.7,1136,18.4,338.6,620.08,99.1,0.93,52.4,0,101.6,0.041,21.77,-1.15,18.8,-13.74,20.1,0.173,4.899,-1.041,,434.46,-8.194,0.79
10144,2018,212,30-Jul,700,178.7,31934,18.66,348.2,3334.542,99,0.82,28.4,0,101.7,0.042,21.79,-1.04,94.6,26.2,20.15,0.147,3.2,0.846,,431.44,-8.246,5.73
10145,2018,212,30-Jul,730,386.9,149692,19.41,376.7,7509.729,98.8,0.78,40,0,101.7,0.042,21.81,-0.74,190.9,91.2,20.2,0.146,1.389,1.444,,418.37,-6.323,5.904
10146,2018,212,30-Jul,800,494.9,244926,20.7,428.5,10244.43,93.8,0.85,32.6,0,101.7,0.042,21.85,-0.18,229.9,101.2,20.7,0.208,1.321,1.466,-0.145,402.48,3.53,-2.465
10147,2018,212,30-Jul,830,608.2,369907,21.89,479.2,13313.498,85.9,1.22,57.1,0,101.7,0.042,21.92,0.61,282.4,174,21.62,0.339,6.879,6.072,0.807,392.17,12.928,45.975
10148,2018,212,30-Jul,900,858,736164,23.04,530.8,19768.32,80.6,1.08,91.6,0,101.7,0.043,22,1.54,402.1,277,22.85,0.323,-13.209,7.565,-20.775,383.97,56.165,-69.159
10149,2018,212,30-Jul,930,820,672400,23.35,545.2,19147,78.9,1.15,50,0,101.7,0.043,22.1,2.61,384.2,277.3,23.91,0.369,-10.719,5.073,-15.792,382.54,62.137,102.542
10150,2018,212,30-Jul,1000,929,863041,24.03,577.4,22323.87,75.5,1.89,88,0,101.6,0.042,22.2,3.71,441.2,331.8,24.67,0.53,-12.534,4.116,-16.65,375.93,81.777,200.498
10151,2018,212,30-Jul,1030,995,990025,24.41,595.8,24287.95,71.6,2.01,80.3,0,101.6,0.042,22.31,4.75,472.9,348.4,25.08,0.484,-13.214,0.774,-13.988,369.41,75.816,119.741
10152,2018,212,30-Jul,1100,1381,1907161,25.04,627.0,34580.24,67.4,2.13,92.7,0,101.6,0.042,22.4,5.36,668.3,511.7,25.53,0.47,-9.969,3.157,-13.126,369.05,52.622,150.772
10153,2018,212,30-Jul,1130,684.3,468266,24.63,606.6,16854.309,70.9,2.43,171.2,0,101.7,0.042,22.49,5.79,333,255.7,26.09,0.702,-20.871,2.95,-23.821,367.45,132.282,367.837
10154,2018,212,30-Jul,1200,813,660969,24.74,612.1,20113.62,71.5,2.17,91.9,0,101.7,0.041,22.57,6.1,407,308.3,26.25,0.591,-18.94,0.48,-19.419,367.13,125.212,373.888
10155,2018,212,30-Jul,1230,575,330625,24.7,610.1,14202.5,71.5,2.19,119.1,0,101.7,0.041,22.63,6.26,282,214.2,26.08,0.452,-13.309,0.456,-13.765,368.58,29.492,196.395
10156,2018,212,30-Jul,1300,495.8,245818,24.47,598.8,12132.226,72.6,1.85,48.4,0,101.7,0.041,22.7,6.36,244.8,182.8,26.36,0.498,-15.88,0.195,-16.075,367.1,82.047,289.176
10157,2018,212,30-Jul,1330,616.9,380566,24.79,614.5,15292.951,66.4,1.89,126,0,101.7,0.041,22.76,6.4,306.9,235.1,26.04,0.375,-9.967,-0.634,-9.333,365.18,17.654,149.014
10158,2018,212,30-Jul,1400,716,512656,25.24,637.1,18071.84,66.6,1.77,130.1,0,101.6,0.041,22.83,6.55,343.9,272.3,26.08,0.401,-12.927,0.504,-13.431,368.2,17.562,269.805
10159,2018,212,30-Jul,1430,823,677329,25.4,645.2,20904.2,67.9,1.33,120.2,0,101.6,0.041,22.89,6.79,401.6,314.6,26.58,0.42,-20.559,0.975,-21.534,368.11,48.143,360.888
10160,2018,212,30-Jul,1500,771,594441,25.34,642.1,19537.14,70,2.14,109.6,0,101.6,0.041,22.95,7.07,375.9,297.2,26.67,0.494,-16.265,-1.035,-15.229,369.02,43.032,282.194
10161,2018,212,30-Jul,1530,743,552049,25.23,636.6,18745.89,70.7,1.94,143,0,101.6,0.041,23.01,7.24,364.1,280.3,26.85,0.485,-17.978,0.121,-18.099,369.58,58.904,274.091
10162,2018,212,30-Jul,1600,614.3,377364,24.74,612.1,15197.782,75.9,2.18,60.8,0,101.6,0.04,23.06,7.32,301.1,229.1,26.75,0.493,-16.138,-0.417,-15.722,370.64,45.024,253.341
10163,2018,212,30-Jul,1630,675.5,456300,24.68,609.1,16671.34,77.2,2.12,98.1,0,101.5,0.041,22.99,7.32,325.9,244.5,26.62,0.452,-14.24,-0.29,-13.95,369.9,52.67,193.16
10164,2018,212,30-Jul,1700,611.1,373443,24.53,601.7,14990.283,78.2,1.99,64.3,0,101.5,0.04,22.42,7.27,293.5,224.1,26.34,0.494,-14.239,-0.702,-13.537,370.99,53.088,188.24
10165,2018,212,30-Jul,1730,461.2,212705,24.42,596.3,11262.504,78.8,2.28,103.5,0,101.5,0.04,22.42,7.14,222.8,168.2,26.28,0.562,-13.001,0.28,-13.281,372.28,70.714,201.855
10166,2018,212,30-Jul,1800,592.7,351293,24.4,595.4,14461.88,78.7,2.71,144.6,0,101.5,0.041,22.43,6.88,287.6,188.1,26.17,0.525,-8.831,-0.537,-8.294,373.17,40.394,151.607
10167,2018,212,30-Jul,1830,271,73441,23.95,573.6,6490.45,80.9,2.36,132.3,0,101.6,0.039,22.43,6.55,131.7,95,26.09,0.528,-8.933,-0.602,-8.331,375.37,32.425,118.575
10168,2018,212,30-Jul,1900,148.5,22052,23.62,557.9,3507.57,82.4,2.33,97.5,0,101.6,0.04,22.42,6.11,75.2,51.64,26,0.565,-11.114,-0.383,-10.732,377.23,54.13,151.957
10169,2018,212,30-Jul,1930,53.6,2873,23.4,547.6,1254.24,83.7,2.17,87.1,0,101.6,0.039,22.39,5.61,26.7,13.68,25.59,0.51,-2.395,-1.167,-1.228,379.28,10.003,38.505
10170,2018,212,30-Jul,2000,24.5,600,23.22,539.2,568.89,84.8,2.01,107.4,0,101.6,0.039,22.36,5.12,11.8,-1.55,25.33,0.513,0.494,-0.962,1.456,380.77,4.107,39.711
10171,2018,212,30-Jul,2030,2.2,5,23.04,530.8,50.688,86,1.61,100.8,0,101.6,0.04,22.33,4.68,0.6,-10.47,25.19,0.389,3.19,-0.985,4.174,382.13,-2.169,-1.439
10172,2018,212,30-Jul,2100,0,0,22.81,520.3,0,87.4,1.66,80.7,0,101.6,0.039,22.3,4.28,0,-15.21,25.04,0.399,3.947,-0.727,4.674,384.29,-6.148,6.245
10173,2018,212,30-Jul,2130,0,0,22.53,507.6,0,89,1.33,98.4,0,101.6,0.039,22.26,3.91,0,-26.91,24.87,0.274,3.931,-0.676,4.607,387.39,-9.2,4.275
10174,2018,212,30-Jul,2200,0,0,22.18,492.0,0,91.1,1.37,93.8,0,101.6,0.039,22.22,3.56,0,-33.39,24.64,0.253,4.127,-1.039,5.166,388.94,-12.007,3.812
10175,2018,212,30-Jul,2230,0,0,21.97,482.7,0,92.8,1.44,101.8,0,101.6,0.04,22.19,3.23,0,-32.44,24.33,0.289,6.865,-1.467,8.331,389.33,-17.132,3.587
10176,2018,212,30-Jul,2300,0,0,21.65,468.7,0,94.7,1.58,93.2,0,101.6,0.04,22.15,2.94,0,-35.49,24.05,0.35,6.885,-0.855,7.74,391.79,-17.123,-1.271
10177,2018,212,30-Jul,2330,0,0,21.55,464.4,0,97,1.29,50.6,0,101.5,0.04,22.12,2.71,0,-16.37,23.83,0.22,1.564,-0.281,1.846,394.76,-7.226,-1.171
10178,2018,212,30-Jul,2400,0,0,21.61,467.0,0,97.6,1.3,97,0,101.5,0.039,22.09,2.54,0,-17.74,23.55,0.208,1.851,-1.227,3.078,395.48,-9.75,-2.958
10179,2018,213,31-Jul,30,0,0,21.71,471.3,0,97.7,1.38,57.1,0,101.5,0.039,22.07,2.46,-0.1,-6.67,23.58,0.235,2.759,-1.316,4.075,398.88,-6.883,-3.58
10180,2018,213,31-Jul,100,0,0,21.85,477.4,0,97.8,1.15,90.5,0,101.5,0.039,22.05,2.43,-0.1,-12.14,23.68,0.179,2.814,-0.274,,400.81,-7.131,-0.671
10181,2018,213,31-Jul,130,0,0,22.02,484.9,0,97.9,1.07,77.4,0,101.5,0.039,22.04,2.42,-0.1,-8.27,23.81,0.19,3.688,-1.39,,403.7,-4.399,1.954
10182,2018,213,31-Jul,200,0,0,22.14,490.2,0,98.2,1,92.5,0,101.5,0.04,22.03,2.45,-0.1,-9.63,24,0.163,3.694,-0.738,,406.87,-4.758,6.656
10183,2018,213,31-Jul,230,0,0,22.43,503.1,0,98.4,1.11,160.8,0,101.5,0.04,22.02,2.5,-0.2,-9.1,24.13,0.222,2.947,-1.128,4.075,408.3,-6.063,-0.91
10184,2018,213,31-Jul,300,0,0,22.86,522.6,0,98.4,1.21,171.6,0,101.4,0.039,22.02,2.6,-0.2,-11.07,24.32,0.239,6.478,-1.277,7.755,403.08,-8.109,0.083
10185,2018,213,31-Jul,330,0,0,23,529.0,0,98.3,1.73,102.9,0,101.4,0.04,22.02,2.76,-0.2,-5.16,24.81,0.337,13.878,-0.437,14.315,403.01,-5.358,30.888
10186,2018,213,31-Jul,400,0,0,23.12,534.5,0,98.3,1.44,160.8,0,101.5,0.04,22.03,2.93,-0.2,-7.27,25.16,0.345,9.112,2.462,6.649,404.27,-8.208,-17.429
10187,2018,213,31-Jul,430,0,0,23.18,537.3,0,98.2,1.02,132.5,0.254,101.5,0.04,22.03,3.08,-0.2,-9.25,25.26,0.183,3.068,0.113,,404.88,,
10188,2018,213,31-Jul,500,0,0,23.18,537.3,0,98.4,1.1,120.1,0.508,101.4,0.04,22.04,3.24,-0.1,-11.06,25.33,0.246,4.492,-0.465,,406.08,,
10189,2018,213,31-Jul,530,0,0,23.15,535.9,0,98.5,1.23,112.6,1.016,101.4,0.04,22.06,3.42,-0.2,-5.85,25.35,0.234,6.146,-0.222,,407.33,,
10190,2018,213,31-Jul,600,0.6,0,23.19,537.8,13.914,98.5,1.13,98.3,0.508,101.4,0.041,22.07,3.76,0.2,-4.69,25.29,0.191,5.877,-0.509,,410.25,,
10191,2018,213,31-Jul,630,9.9,98,23.24,540.1,230.076,98.6,1.06,156.3,0,101.4,0.041,22.1,4.01,5,1.27,25.29,0.228,7.182,-0.547,7.729,409.5,-6.372,9.62
10192,2018,213,31-Jul,700,47.2,2228,23.41,548.0,1104.952,98.6,1.35,118.7,0,101.4,0.042,22.12,4.15,24,12.59,25.35,0.217,10.118,-1.211,11.329,407.84,-5.623,0.086
10193,2018,213,31-Jul,730,166.7,27789,23.8,566.4,3967.46,98.5,1.43,189.6,0,101.4,0.041,22.16,4.4,84.3,33.57,25.46,0.264,13.199,0.345,12.854,402.59,-6.06,7.513
10194,2018,213,31-Jul,800,147.6,21786,24.18,584.7,3568.968,98.4,1.44,130.8,0,101.4,0.042,22.21,4.81,74.8,28.25,25.82,0.319,6.2,0.8,5.4,398.37,-2.144,3.533
10195,2018,213,31-Jul,830,238.2,56739,24.53,601.7,5843.046,98.3,1.98,176.1,0,101.4,0.041,22.27,5.35,116.5,51.27,26.32,0.387,17.849,2.444,15.405,396.26,-10.686,9.286
10196,2018,213,31-Jul,900,352.8,124468,24.99,624.5,8816.472,97.1,1.66,243.7,0,101.4,0.041,22.35,6.03,167.5,95.5,26.67,0.353,0.574,1.996,-1.422,393.69,8.465,11.194
10197,2018,213,31-Jul,930,669.4,448096,25.68,659.5,17190.192,91.8,1.81,186,0,101.4,0.042,22.44,6.82,316.5,225.3,27.13,0.411,-1.659,1.086,-2.745,391.15,3.574,-6.502
10198,2018,213,31-Jul,1000,788,620944,26.33,693.3,20748.04,86.5,1.72,215,0,101.4,0.042,22.54,7.76,366.5,284.4,27.61,0.473,-7.804,1.339,-9.143,387.73,45.903,16.075
10199,2018,213,31-Jul,1030,1152,1327104,27.05,731.7,31161.6,80.8,2.04,173.3,0,101.4,0.042,22.65,8.82,538.6,415.3,28.14,0.602,-7.303,1.448,-8.75,384.19,67.349,129.947
10200,2018,213,31-Jul,1100,996,992016,27.57,760.1,27459.72,77.1,2.05,196.5,0,101.4,0.042,22.79,9.69,472.2,365.8,28.66,0.618,-9.888,1.785,-11.673,,93.604,539.083
10201,2018,213,31-Jul,1130,1547,2393209,28.06,787.4,43408.82,73.8,2.24,159.6,0,101.4,0.042,22.92,10.45,732,575.5,29.36,0.758,-16.008,1.865,-17.873,,156.183,503.349
10202,2018,213,31-Jul,1200,1748,3055504,28.56,815.7,49922.88,68.9,3.2,252.5,0,101.4,0.042,23.04,11.31,831,658.6,,,,,,,,
10203,2018,213,31-Jul,1230,1499,2247001,28.7,823.7,43021.3,65.8,3.04,228.4,0,101.4,0.041,23.17,12.05,704,558.4,,,,,,,,
10204,2018,213,31-Jul,1300,816,665856,28.3,800.9,23092.8,69.7,2.7,241.8,0,101.4,0.04,23.34,12.42,385.2,296.1,,,,,,,,
10205,2018,213,31-Jul,1330,1889,3568321,29.25,855.6,55253.25,63.5,3.64,224.7,0,101.3,0.04,23.5,12.67,891,711,,,,,,,,
10206,2018,213,31-Jul,1400,1494,2232036,29.34,860.8,43833.96,62.2,3.39,254.3,0,101.3,0.041,23.62,13.02,701,551.8,,,,,,,,
10207,2018,213,31-Jul,1430,1091,1190281,29.3,858.5,31966.3,64.9,2.93,150.3,0,101.3,0.041,23.74,13.63,511.7,401.9,,,,,,,,
10208,2018,213,31-Jul,1500,1721,2961841,29.28,857.3,50390.88,64.2,2.56,223.1,0,101.3,0.04,23.83,14.08,817,617.7,,,,,,,,
10209,2018,213,31-Jul,1530,1333,1776889,29.61,876.8,39470.13,62.6,2.91,228.5,0,101.3,0.04,23.9,14.08,626,490.3,,,,,,,,
10210,2018,213,31-Jul,1600,1085,1177225,29.39,863.8,31888.15,64.4,3.14,172.7,0,101.3,0.041,23.96,14.1,509.4,383.9,,,,,,,,
10211,2018,213,31-Jul,1630,1349,1819801,29.75,885.1,40132.75,62.4,3.2,202.1,0,101.3,0.041,23.99,13.79,633.3,455.5,,,,,,,,
10212,2018,213,31-Jul,1700,823,677329,29.58,875.0,24344.34,61.8,2.4,229.5,0,101.3,0.039,24.01,13.39,380.8,251.8,,,,,,,,
10213,2018,213,31-Jul,1730,742,550564,29.47,868.5,21866.74,62.9,2.87,180.9,0,101.3,0.039,24.01,12.8,347,218.8,,,,,,,,
10214,2018,213,31-Jul,1800,471,221841,28.94,837.5,13630.74,65.6,2.84,181.8,0,101.3,0.04,23.99,11.83,210.1,102.7,,,,,,,,
10215,2018,213,31-Jul,1830,300.3,90180,28.36,804.3,8516.508,66.9,2.81,192,0,101.3,0.04,23.97,10.88,133.2,53.89,,,,,,,,
10216,2018,213,31-Jul,1900,311.7,97157,28.27,799.2,8811.759,68.7,2.63,196.2,0,101.3,0.038,23.93,10.07,145,47.91,,,,,,,,
10217,2018,213,31-Jul,1930,265.3,70384,28.22,796.4,7486.766,70.5,2.38,188.2,0,101.3,0.039,23.9,9.43,141.4,13.43,,,,,,,,
10218,2018,213,31-Jul,2000,99,9801,27.75,770.1,2747.25,73.3,2.3,223.9,0,101.3,0.038,23.86,8.87,51.4,-18.3,,,,,,,,
10219,2018,213,31-Jul,2030,9.5,90,27.18,738.8,258.21,75.8,2.13,184.5,0,101.4,0.039,23.81,8.3,5,-42.3,,,,,,,,
10220,2018,213,31-Jul,2100,-0.1,0,26.71,713.4,-2.671,77.8,1.81,175.9,0,101.4,0.039,23.76,7.71,-0.1,-45.96,,,,,,,,
10221,2018,213,31-Jul,2130,-0.2,0,26.37,695.4,-5.274,78.9,1.77,229.7,0,101.4,0.041,23.71,7.15,-0.2,-44.69,,,,,,,,
10222,2018,213,31-Jul,2200,-0.2,0,25.9,670.8,-5.18,81.5,1.52,172.6,0,101.4,0.039,23.66,6.64,-0.2,-40.64,,,,,,,,
10223,2018,213,31-Jul,2230,-0.2,0,25.5,650.3,-5.1,84.9,1.69,240.8,0,101.4,0.039,23.61,6.19,-0.2,-43.24,,,,,,,,
10224,2018,213,31-Jul,2300,-0.2,0,25.24,637.1,-5.048,86.9,1.62,230.9,0,101.4,0.038,23.55,5.8,-0.2,-43.22,,,,,,,,
10225,2018,213,31-Jul,2330,-0.2,0,25.07,628.5,-5.014,88.3,1.49,250.9,0,101.5,0.038,23.5,5.45,-0.2,-43.16,,,,,,,,
10226,2018,213,31-Jul,2400,-0.2,0,24.77,613.6,-4.954,89.9,1.57,172.9,0,101.5,0.038,23.46,5.15,-0.2,-39.77,,,,,,,,
10227,2018,214,1-Aug,30,-0.2,0,24.63,606.6,-4.926,90.4,1.46,165.1,0,101.5,0.039,23.41,4.88,-0.2,-40.36,,,,,,,,
10228,2018,214,1-Aug,100,-0.2,0,24.45,597.8,-4.89,90.6,1.34,245.7,0,101.5,0.039,23.37,4.64,-0.2,-39.58,,,,,,,,
10229,2018,214,1-Aug,130,-0.2,0,24.25,588.1,-4.85,91.6,1.46,235.6,0,101.5,0.039,23.33,4.44,-0.2,-33.14,,,,,,,,
10230,2018,214,1-Aug,200,-0.2,0,24.3,590.5,-4.86,91.4,1.56,238.1,0,101.5,0.039,23.29,4.27,-0.2,-34.74,,,,,,,,
10231,2018,214,1-Aug,230,-0.1,0,24.26,588.5,-2.426,91.5,1.57,194.8,0,101.5,0.04,23.25,4.13,-0.2,-37.89,,,,,,,,
10232,2018,214,1-Aug,300,-0.1,0,24.11,581.3,-2.411,92,1.56,192.3,0,101.5,0.039,23.22,4.01,-0.2,-35.22,,,,,,,,
10233,2018,214,1-Aug,330,-0.1,0,23.84,568.3,-2.384,93.4,1.4,153.6,0,101.5,0.039,23.19,3.9,-0.2,-30.57,,,,,,,,
10234,2018,214,1-Aug,400,-0.2,0,23.79,566.0,-4.758,94.9,1.64,171.2,0,101.5,0.038,23.15,3.78,-0.2,-33.62,,,,,,,,
10235,2018,214,1-Aug,430,-0.2,0,23.71,562.2,-4.742,95.9,1.46,210.7,0,101.5,0.038,23.12,3.69,-0.2,-39.48,,,,,,,,
10236,2018,214,1-Aug,500,-0.2,0,23.73,563.1,-4.746,96.3,1.44,206.5,0,101.5,0.038,23.1,3.63,-0.2,-17.22,,,,,,,,
10237,2018,214,1-Aug,530,-0.2,0,23.77,565.0,-4.754,96.2,1.57,185.4,0,101.6,0.038,23.08,3.61,-0.2,-15,,,,,,,,
10238,2018,214,1-Aug,600,1.4,2,23.85,568.8,33.39,96.1,1.73,252.4,0,101.6,0.038,23.06,3.65,0.6,-12.86,,,,,,,,
10239,2018,214,1-Aug,630,27.9,778,24.07,579.4,671.553,95.2,1.58,216,0,101.6,0.038,23.05,3.73,9.8,-11.93,,,,,,,,
10240,2018,214,1-Aug,700,167.9,28190,24.22,586.6,4066.538,94.5,1.42,200.3,0,101.6,0.038,23.06,3.87,81,11.65,,,,,,,,
10241,2018,214,1-Aug,730,345.6,119439,24.77,613.6,8560.512,91.9,1.5,232.6,0,101.6,0.038,23.08,4.13,162.1,67.55,,,,,,,,
10242,2018,214,1-Aug,800,314.7,99036,25.15,632.5,7914.705,89.8,2.04,244.6,0,101.7,0.038,23.11,4.55,145.9,96.8,,,,,,,,
10243,2018,214,1-Aug,830,563.4,317420,25.82,666.7,14546.988,85,1.99,225.5,0,101.7,0.038,23.16,5.13,263.8,171.1,,,,,,,,
10244,2018,214,1-Aug,900,908,824464,26.46,700.1,24025.68,79,2.59,242.4,0,101.6,0.039,23.22,5.81,418.9,283.7,,,,,,,,
10245,2018,214,1-Aug,930,1254,1572516,27.32,746.4,34259.28,75.3,2.73,176.4,0,101.6,0.038,23.29,6.64,597.7,442.4,,,,,,,,
10246,2018,214,1-Aug,1000,867,751689,27.44,753.0,23790.48,73.5,2.18,199.6,0,101.6,0.039,23.38,7.7,409,303,,,,,,,,
10247,2018,214,1-Aug,1030,1136,1290496,27.99,783.4,31796.64,70.8,2.18,205.2,0,101.6,0.039,23.47,8.51,546.9,419.8,,,,,,,,
10248,2018,214,1-Aug,1100,1235,1525225,28.38,805.4,35049.3,67.9,2.27,215.1,0,101.6,0.039,23.57,9.03,590.6,452.2,,,,,,,,
10249,2018,214,1-Aug,1130,1132,1281424,28.59,817.4,32363.88,66.1,2.25,229,0,101.6,0.037,23.67,9.43,533.1,414.9,,,,,,,,
10250,2018,214,1-Aug,1200,1552,2408704,29,841.0,45008,64.7,2.21,197.6,0,101.6,0.037,23.76,10.01,743,587,,,,,,,,
10251,2018,214,1-Aug,1230,1259,1585081,29.41,864.9,37027.19,63.1,2.38,261.2,0,101.6,0.037,23.89,10.54,597.9,466.1,,,,,,,,
10252,2018,214,1-Aug,1300,1052,1106704,29.16,850.3,30676.32,63,1.97,247.4,0,101.6,0.037,24.05,11,494.7,379,,,,,,,,
10253,2018,214,1-Aug,1330,1875,3515625,30.13,907.8,56493.75,57,3.42,186.1,0,101.6,0.036,24.14,11.34,885,706,,,,,,,,
10254,2018,214,1-Aug,1400,1046,1094116,29.55,873.2,30909.3,65.1,3.09,327.2,0,101.6,0.038,24.19,11.39,496.4,394.6,,,,,,,,
10255,2018,214,1-Aug,1430,522,272484,23.99,575.5,12522.78,92.8,1.39,279.9,1.27,101.6,0.039,24.24,11.42,250.5,103.9,,,,,,,,
10256,2018,214,1-Aug,1500,1617,2614689,26.09,680.7,42187.53,86.5,1.28,228.2,0,101.6,0.039,24.28,11.02,765,507.3,,,,,,,,
10257,2018,214,1-Aug,1530,976,952576,27.74,769.5,27074.24,78.7,0.49,223.8,0,101.5,0.038,24.33,11.33,460.5,360.8,,,,,,,,
10258,2018,214,1-Aug,1600,971,942841,29.23,854.4,28382.33,64.5,2.02,303.2,0,101.5,0.039,24.39,11.82,454.7,348.7,,,,,,,,
10259,2018,214,1-Aug,1630,1356,1838736,30.25,915.1,41019,56,3.1,204.4,0,101.5,0.039,24.43,11.95,635.7,452.5,,,,,,,,
10260,2018,214,1-Aug,1700,1103,1216609,30.52,931.5,33663.56,55.2,2.61,213.6,0,101.5,0.038,24.47,12.07,508.4,328.6,,,,,,,,
10261,2018,214,1-Aug,1730,1009,1018081,30.55,933.3,30824.95,53.4,3.07,214.3,0,101.5,0.038,24.49,11.98,469,282.6,,,,,,,,
10262,2018,214,1-Aug,1800,817,667489,30.48,929.0,24902.16,56,2.22,242.4,0,101.5,0.039,24.48,11.19,379.6,166.6,,,,,,,,
10263,2018,214,1-Aug,1830,316,99856,29.62,877.3,9359.92,59.3,2.23,247.8,0,101.5,0.038,24.45,10.36,138.5,43.95,,,,,,,,
10264,2018,214,1-Aug,1900,150.8,22741,28.63,819.7,4317.404,72.7,2.12,140,0,101.5,0.038,24.41,9.54,63.3,5.49,,,,,,,,
10265,2018,214,1-Aug,1930,61.6,3795,27.67,765.6,1704.472,78.6,1.83,214.1,0,101.6,0.038,24.37,8.81,22.2,-25.67,,,,,,,,
10266,2018,214,1-Aug,2000,25.5,650,27.2,739.8,693.6,80.5,1.58,166.6,0,101.6,0.038,24.33,8.18,10.4,-34.22,,,,,,,,
10267,2018,214,1-Aug,2030,2.6,7,26.65,710.2,69.29,81.6,2.08,208.8,0,101.6,0.039,24.28,7.63,0.8,-53.08,,,,,,,,
10268,2018,214,1-Aug,2100,-0.2,0,26.37,695.4,-5.274,75.6,2.27,289.1,0,101.7,0.039,24.22,7.07,-0.2,-33.33,,,,,,,,
10269,2018,214,1-Aug,2130,-0.2,0,25.54,652.3,-5.108,76.3,1.89,206.5,0,101.7,0.039,24.16,6.5,-0.2,-34.96,,,,,,,,
10270,2018,214,1-Aug,2200,-0.2,0,24.94,622.0,-4.988,79.1,1.1,229.8,0,101.7,0.039,24.09,5.92,-0.2,-30.07,,,,,,,,
10271,2018,214,1-Aug,2230,-0.2,0,24.75,612.6,-4.95,80.1,0.82,202.1,0,101.7,0.038,24.03,5.42,-0.3,-6.6,,,,,,,,
10272,2018,214,1-Aug,2300,-0.2,0,24.39,594.9,-4.878,83.1,0.65,141.3,0,101.7,0.038,23.97,5,-0.3,-24.17,,,,,,,,
10273,2018,214,1-Aug,2330,-0.2,0,24.1,580.8,-4.82,86.3,0.66,155.9,0,101.7,0.04,23.9,4.63,-0.2,-16.28,,,,,,,,
10274,2018,214,1-Aug,2400,-0.2,0,24.06,578.9,-4.812,88.2,0.75,170.8,0,101.7,0.038,23.84,4.27,-0.3,-23.74,,,,,,,,
10275,2018,215,2-Aug,30,-0.2,0,23.85,568.8,-4.77,91.7,1.04,160.8,0,101.7,0.039,23.78,3.95,-0.3,-28.92,,,,,,,,
10276,2018,215,2-Aug,100,-0.1,0,23.77,565.0,-2.377,95.4,1.07,168.3,0,101.7,0.039,23.72,3.67,-0.3,-31.34,,,,,,,,
10277,2018,215,2-Aug,130,-0.1,0,23.61,557.4,-2.361,97.2,1.05,202.9,0,101.7,0.039,23.67,3.43,-0.2,-36.81,,,,,,,,
10278,2018,215,2-Aug,200,-0.1,0,23.44,549.4,-2.344,97.8,1.11,198,0,101.7,0.039,23.62,3.22,-0.2,-34.75,,,,,,,,
10279,2018,215,2-Aug,230,-0.1,0,23.33,544.3,-2.333,98.1,1.28,196.8,0,101.7,0.039,23.57,3.06,-0.2,-37.49,,,,,,,,
10280,2018,215,2-Aug,300,-0.2,0,23.22,539.2,-4.644,98.1,1.25,197.8,0,101.7,0.038,23.52,2.93,-0.3,-40.42,,,,,,,,
10281,2018,215,2-Aug,330,-0.2,0,23.01,529.5,-4.602,98.3,1.11,184,0,101.7,0.038,23.47,2.8,-0.3,-41.06,,,,,,,,
10282,2018,215,2-Aug,400,-0.2,0,22.81,520.3,-4.562,98.4,1.01,175.5,0,101.7,0.038,23.42,2.66,-0.2,-42.69,,,,,,,,
10283,2018,215,2-Aug,430,-0.2,0,22.62,511.7,-4.524,98.6,1.04,176.2,0,101.7,0.038,23.38,2.5,-0.2,-42.89,,,,,,,,
10284,2018,215,2-Aug,500,-0.1,0,22.44,503.6,-2.244,98.7,1.04,195.2,0,101.8,0.037,23.33,2.34,-0.2,-43.49,,,,,,,,
10285,2018,215,2-Aug,530,-0.1,0,22.3,497.3,-2.23,98.7,1.26,195.8,0,101.8,0.037,23.29,2.18,-0.2,-42.94,,,,,,,,
10286,2018,215,2-Aug,600,3,9,22.18,492.0,66.54,98.7,1.35,221.3,0,101.8,0.037,23.25,2.05,1.1,-41,,,,,,,,
10287,2018,215,2-Aug,630,46,2116,22.15,490.6,1018.9,98.7,1.43,184.3,0,101.8,0.037,23.21,1.98,20.4,-26.91,,,,,,,,
10288,2018,215,2-Aug,700,180.4,32544,22.37,500.4,4035.548,98.7,1.32,183.9,0,101.8,0.037,23.2,2.01,85.1,11.1,,,,,,,,
